id,label
1,1.0
2,1.0
3,1.0
4,1.0
5,1.9935239570223473e-10
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.9997169375419617
13,0.0
14,1.091380912153718e-31
15,0.0
16,1.331495054438592e-19
17,1.0
18,1.0
19,0.0
20,0.0
21,1.0
22,0.0
23,1.0
24,0.9766119122505188
25,0.0
26,1.0
27,1.0
28,0.0
29,0.7050217390060425
30,1.0
31,1.0
32,0.337389200925827
33,0.9999891519546509
34,2.5130448833010632e-08
35,0.0
36,3.839693407722656e-18
37,0.0
38,5.233673536958318e-37
39,0.998325526714325
40,0.0
41,1.0
42,1.0
43,1.0
44,0.9972176551818848
45,2.387035618876842e-15
46,0.380366712808609
47,6.975167698739749e-22
48,1.0
49,1.0
50,8.585521413806418e-07
51,0.0
52,0.0
53,0.0
54,3.268083807363107e-23
55,1.060110924889076e-28
56,1.0
57,1.0
58,2.4261219924845913e-25
59,0.9993345141410828
60,1.403185957304324e-37
61,0.00536929490044713
62,0.9779906272888184
63,0.012541494332253933
64,0.8839913010597229
65,1.0
66,1.0
67,1.0
68,0.0
69,1.0
70,1.0
71,0.994941234588623
72,1.0
73,1.0
74,1.0
75,7.815933456001289e-10
76,0.9999457597732544
77,0.9999998807907104
78,1.0
79,1.0
80,2.1213551389096052e-17
81,0.10333625227212906
82,0.0
83,1.0
84,2.8727020762175925e-13
85,0.9999983310699463
86,0.8556628227233887
87,1.0
88,1.0
89,0.0
90,0.49304264783859253
91,0.000445845682406798
92,0.0
93,0.0
94,1.0
95,1.0
96,0.0
97,1.0
98,1.0
99,0.0
100,0.028143998235464096
101,0.0
102,1.0
103,0.0
104,0.0
105,1.0
106,0.9952027797698975
107,2.0753232377046515e-07
108,0.0
109,0.9911131262779236
110,1.0
111,1.0
112,1.0
113,0.9998971223831177
114,4.2638770091907485e-25
115,0.0
116,0.0
117,0.0
118,0.9998693466186523
119,1.0
120,7.138148318133455e-24
121,0.6709370613098145
122,0.0
123,2.04389223742188e-36
124,1.6389549273299053e-05
125,5.378156142654689e-09
126,0.20412415266036987
127,1.0
128,0.0
129,0.0
130,0.8930831551551819
131,1.0
132,0.997599184513092
133,1.2717443589816867e-25
134,0.0
135,0.0
136,0.0
137,1.0
138,0.9619001150131226
139,3.56228047166951e-05
140,0.0
141,0.0
142,1.0
143,0.9999933242797852
144,0.2608344256877899
145,0.01792684569954872
146,1.0
